mal_id,title,title_english,title_japanese,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics
41084,Made in Abyss: Retsujitsu no Ougonkyou,Made in Abyss: The Golden City of the Scorching Sun,メイドインアビス 烈日の黄金郷,TV,Web manga,12.0,Finished Airing,False,"Jul 6, 2022 to Sep 28, 2022",25 min per ep,R - 17+ (violence & profanity),8.61,228892.0,95.0,489,488836,6516,"Made in Abyss: Retsujitsu no Ougonkyou was released on Blu-ray and DVD in Japan from October 26, 2022 to December 23, 2022.",summer,Wednesdays at 22:30 (JST),"AT-X, Takeshobo, Kadokawa Media House, Cygames, Kadokawa, Global Solutions, Sony Music Solutions, IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,Gore,
52701,Dungeon Meshi,Delicious in Dungeon,ダンジョン飯,TV,Manga,24.0,Finished Airing,False,"Jan 4, 2024 to Jun 13, 2024",25 min per ep,R - 17+ (violence & profanity),8.6,219711.0,98.0,534,450731,8924,"Dungeon Meshi was released on Blu-ray and DVD in four volumes from April 24, 2024, to July 24, 2024.",winter,Thursdays at 22:30 (JST),"Ultra Super Pictures, Good Smile Company, Tencent Japan, Kadokawa",,Trigger,"Adventure, Comedy, Fantasy, Gourmet",,,Seinen
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,Solo Leveling Season 2: Arise from the Shadow,俺だけレベルアップな件 Season 2 -Arise from the Shadow-,TV,Web manga,13.0,Currently Airing,True,"Jan 5, 2025 to ?",23 min per ep,R - 17+ (violence & profanity),8.86,103088.0,26.0,627,398124,4917,,winter,Sundays at 00:00 (JST),"Aniplex, Crunchyroll, Sonilude, Netmarble, Kakao piccoma, D&C Media",,A-1 Pictures,"Action, Adventure, Fantasy",,"Adult Cast, Urban Fantasy",
35247,Owarimonogatari 2nd Season,Owarimonogatari Second Season,終物語,TV Special,Light novel,7.0,Finished Airing,False,"Aug 12, 2017 to Aug 13, 2017",22 min per ep,R - 17+ (violence & profanity),8.86,200907.0,27.0,593,416002,8893,Owarimonogatari 2nd Season adapts the fifth volume of NisiOisiN's Monogatari Series: Final Season.,,,"Aniplex, Kodansha",Aniplex of America,Shaft,"Comedy, Mystery, Supernatural",,Vampire,
37987,Violet Evergarden Movie,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,Movie,Light novel,1.0,Finished Airing,False,"Sep 18, 2020",2 hr 20 min,PG-13 - Teens 13 or older,8.85,303994.0,28.0,339,661868,9191,Winner of the Excellence Award at the 24th Japan Media Arts Festival. It also won the Animation of the Year award in the Film category at the Tokyo Anime Award Festival in 2021. Also the winner of the Dolby Cinema Japan Award at the 37th Tokyo International Film Festival in 2024.,,,"Shochiku, ABC Animation",Funimation,Kyoto Animation,"Award Winning, Drama",,,
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan: The Last Attack,劇場版 進撃の巨人 完結編 THE LAST ATTACK,Movie,Manga,1.0,Finished Airing,False,"Nov 8, 2024",2 hr 25 min,R - 17+ (violence & profanity),8.83,6211.0,29.0,4139,32915,228,,,,Pony Canyon,,MAPPA,"Action, Drama, Suspense",,"Gore, Military, Survival",Shounen
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan: The Last Attack,劇場版 進撃の巨人 完結編 THE LAST ATTACK,Movie,Manga,1.0,Finished Airing,False,"Nov 8, 2024",2 hr 25 min,R - 17+ (violence & profanity),8.83,6211.0,29.0,4139,32915,228,,,,Pony Canyon,,MAPPA,"Action, Drama, Suspense",,"Gore, Military, Survival",Shounen
40682,Kingdom 3rd Season,Kingdom: Season 3,キングダム 第3シリーズ,TV,Manga,26.0,Finished Airing,False,"Apr 6, 2020 to Oct 17, 2021",25 min per ep,R - 17+ (violence & profanity),8.83,45945.0,31.0,2033,114346,2360,Kingdom 3rd Season adapts chapters 261-364 of the original manga.,spring,Mondays at 00:10 (JST),Shueisha,Funimation,"Pierrot, Studio Signpost",Action,,"Historical, Military",Seinen
32281,Kimi no Na wa.,Your Name.,君の名は。,Movie,Original,1.0,Finished Airing,False,"Aug 26, 2016",1 hr 46 min,PG-13 - Teens 13 or older,8.83,1979998.0,30.0,11,2866710,92793,Kimi no Na wa. won the LAFCA Animation Award in 2016 and the Best Animated Film in 2017 by Mainichi Film Awards. It also won the Grand Prize Award on the 20th Japan Media Arts Festival.,,,"TOHO, Sound Team Don Juan, Lawson HMV Entertainment, Amuse, JR East Marketing & Communications, Kadokawa, voque ting","Funimation, NYAV Post",CoMix Wave Films,"Award Winning, Drama",,,
49387,Vinland Saga Season 2,Vinland Saga Season 2,ヴィンランド・サガ SEASON2,TV,Manga,24.0,Finished Airing,False,"Jan 10, 2023 to Jun 20, 2023",25 min per ep,R - 17+ (violence & profanity),8.81,391153.0,33.0,297,718870,17261,"Vinland Saga Season 2 was released on Blu-ray and DVD in two volumes from June 21, 2023, to August 23, 2023.",winter,Tuesdays at 00:30 (JST),"Dentsu, Kodansha, Twin Engine",Sentai Filmworks,MAPPA,"Action, Adventure, Drama",,"Gore, Historical",Seinen
36838,Gintama. Shirogane no Tamashii-hen,Gintama. Silver Soul Arc,銀魂. 銀ノ魂篇,TV,Manga,12.0,Finished Airing,False,"Jan 8, 2018 to Mar 26, 2018",24 min per ep,PG-13 - Teens 13 or older,8.81,109458.0,32.0,1171,222834,1193,,winter,Mondays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Comedy, Sci-Fi",,"Gag Humor, Historical, Parody, Samurai",Shounen
37510,Mob Psycho 100 II,Mob Psycho 100 II,モブサイコ100 II,TV,Web manga,13.0,Finished Airing,False,"Jan 7, 2019 to Apr 1, 2019",24 min per ep,PG-13 - Teens 13 or older,8.79,1021804.0,34.0,73,1619099,33121,,winter,Mondays at 23:00 (JST),"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Funimation,Bones,"Action, Comedy, Supernatural",,,
58514,Kusuriya no Hitorigoto 2nd Season,The Apothecary Diaries Season 2,薬屋のひとりごと 第2期,TV,Light novel,24.0,Currently Airing,True,"Jan 10, 2025 to ?",24 min per ep,PG-13 - Teens 13 or older,8.78,29839.0,36.0,1165,224152,1556,"Kusuriya no Hitorigoto 2nd Season aired on Nippon TV's Friday Anime Night block. It was released on Blu-ray in four volumes by Toho from April 16, 2025, to October 15, 2025. The series adapts the light novel starting from the third volume.",winter,Fridays at 23:00 (JST),"Dentsu, Square Enix, Nippon Television Network, TOHO animation, Sound Team Don Juan, Shogakukan, Imagica Infos",,"OLM, TOHO animation STUDIO","Drama, Mystery",,"Historical, Medical",
55255,Alien Stage,Alien Stage,ALIEN STAGE (에일리언스테이지),Music,Music,,Currently Airing,True,"Sep 7, 2022 to ?",3 min,R - 17+ (violence & profanity),8.78,2326.0,,8008,6559,350,Alien Stage is a series of animations on YouTube led by VIVINOS in collaboration with QMENG and produced by STUDIO LICO.,,,,,LICO,"Drama, Sci-Fi, Suspense",,"High Stakes Game, Music, Psychological",
31758,Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,傷物語〈Ⅲ冷血篇〉,Movie,Light novel,1.0,Finished Airing,False,"Jan 6, 2017",1 hr 23 min,R - 17+ (violence & profanity),8.78,282918.0,35.0,493,484954,7844,The Kizumonogatari movie trilogy adapts the third volume of NisiOisiN's Monogatari Series: First Season.,,,"Aniplex, Kodansha",Aniplex of America,Shaft,"Action, Mystery, Supernatural",,Vampire,
40028,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,進撃の巨人 The Final Season,TV,Manga,16.0,Finished Airing,False,"Dec 7, 2020 to Mar 29, 2021",23 min per ep,R - 17+ (violence & profanity),8.78,1410786.0,37.0,33,2124510,52895,Shingeki no Kyojin: The Final Season adapts content from volumes 23-28 of Hajime Isayama's award-winning manga.,winter,Mondays at 00:10 (JST),"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Funimation,MAPPA,"Action, Drama, Suspense",,"Gore, Military, Survival",Shounen
263,Hajime no Ippo,Fighting Spirit,はじめの一歩 THE FIGHTING!,TV,Manga,75.0,Finished Airing,False,"Oct 4, 2000 to Mar 27, 2002",23 min per ep,PG-13 - Teens 13 or older,8.78,315133.0,38.0,360,637677,23525,,fall,Tuesdays at 00:50 (JST),VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Sports,,Combat Sports,Shounen
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,TV,Manga,10.0,Finished Airing,False,"Oct 8, 2016 to Dec 10, 2016",24 min per ep,PG-13 - Teens 13 or older,8.77,833461.0,39.0,116,1260196,15739,,fall,Saturdays at 01:55 (JST),"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Sports,,"School, Team Sports",Shounen
199,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,Movie,Original,1.0,Finished Airing,False,"Jul 20, 2001",2 hr 4 min,PG - Children,8.77,1349951.0,40.0,44,1931120,33939,"Sen to Chihiro no Kamikakushi held the record of being the highest-grossing film in Japanese history from 2001 until 2020. As of December 2020, it has amassed a total of 31.68 billion yen from Japanese box office sales and a total of $395.8 million worldwide. This critically acclaimed film has won numerous awards, including the Academy Award—more commonly known as the ""Oscar""—for Best Animated Feature at the 75th Academy Awards in 2003 as well as the Golden Bear at the 2002 Berlin International Film Festival (alongside Bloody Sunday). It is also among the top 10 in the British Film Institute's list of the ""50 films you should see by the age of 14."" The English version of Sen to Chihiro no Kamikakushi was dubbed by Walt Disney Pictures and premiered in 2002. The film was released on DVD and VHS formats in North America by Buena Vista Home Entertainment in 2003.",,,"Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi","Disney Platform Distribution, GKIDS",Studio Ghibli,"Adventure, Award Winning, Fantasy",,Mythology,
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,僕の心のヤバイやつ 第2期,TV,Manga,13.0,Finished Airing,False,"Jan 7, 2024 to Mar 31, 2024",23 min per ep,PG-13 - Teens 13 or older,8.76,137457.0,46.0,1041,247793,5381,,winter,Sundays at 01:30 (JST),"Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Sentai Filmworks,Shin-Ei Animation,"Comedy, Romance",,School,Shounen
17074,Monogatari Series: Second Season,Monogatari Series: Second Season,〈物語〉シリーズ セカンドシーズン,TV,Light novel,26.0,Finished Airing,False,"Jul 7, 2013 to Dec 29, 2013",25 min per ep,R - 17+ (violence & profanity),8.76,368356.0,46.0,316,691554,23861,"Monogatari Series: Second Season adapts all but the third volume of NisiOisiN's light novel series of the same title. The third volume's adaptation, Hanamonogatari, was aired separately in August 2014. The complete Blu-ray release includes each arc under its novel title and places Hanamonogatari between episodes 11 and 12 of Monogatari Series: Second Season to reflect the original novel order.",summer,Sundays at 00:00 (JST),"Aniplex, Kodansha, Cyclone Graphics",Aniplex of America,Shaft,"Comedy, Mystery, Romance, Supernatural",,Vampire,
47917,Bocchi the Rock!,Bocchi the Rock!,ぼっち・ざ・ろっく！,TV,4-koma manga,12.0,Finished Airing,False,"Oct 9, 2022 to Dec 25, 2022",23 min per ep,PG-13 - Teens 13 or older,8.76,405102.0,43.0,333,672080,32244,"Bocchi the Rock! was released on Blu-ray and DVD in six volumes from December 28, 2022, to May 24, 2023.",fall,Sundays at 00:00 (JST),"Aniplex, Houbunsha",Crunchyroll,CloverWorks,Comedy,,"CGDCT, Music",
37521,Vinland Saga,,ヴィンランド・サガ,TV,Manga,24.0,Finished Airing,False,"Jul 8, 2019 to Dec 30, 2019",24 min per ep,R - 17+ (violence & profanity),8.76,953366.0,42.0,71,1646199,51810,,summer,Mondays at 00:10 (JST),"Production I.G, Dentsu, Kodansha, Twin Engine",Sentai Filmworks,Wit Studio,"Action, Adventure, Drama",,"Gore, Historical",Seinen
51009,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,呪術廻戦 懐玉・玉折／渋谷事変,TV,Manga,23.0,Finished Airing,False,"Jul 6, 2023 to Dec 28, 2023",23 min per ep,R - 17+ (violence & profanity),8.76,647567.0,43.0,138,1149419,24071,"Jujutsu Kaisen 2nd Season was released on Blu-ray and DVD in six volumes from October 18, 2023, to May 22, 2024.",summer,Thursdays at 23:56 (JST),"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",Crunchyroll,MAPPA,"Action, Supernatural",,"Gore, School",Shounen
48583,Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,進撃の巨人 The Final Season Part 2,TV,Manga,12.0,Finished Airing,False,"Jan 10, 2022 to Apr 4, 2022",23 min per ep,R - 17+ (violence & profanity),8.76,829361.0,41.0,99,1409847,31060,Shingeki no Kyojin: The Final Season Part 2 adapts content from volumes 29-32 of the original manga.,winter,Mondays at 00:05 (JST),"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",Funimation,MAPPA,"Action, Drama, Suspense",,"Gore, Military, Survival",Shounen
1,Cowboy Bebop,Cowboy Bebop,カウボーイビバップ,TV,Original,26.0,Finished Airing,False,"Apr 3, 1998 to Apr 24, 1999",24 min per ep,R - 17+ (violence & profanity),8.75,1006637.0,47.0,42,1948111,85644,"When Cowboy Bebop first aired in spring of 1998 on TV Tokyo, only episodes 2-3, 7-15, and 18 were broadcast, it was concluded with a recap special known as Yose Atsume Blues. This was due to anime censorship having increased following the big controversies over Evangelion, as a result most of the series was pulled from the air due to violent content. Satellite channel WOWOW picked up the series in the fall of that year and aired it in its entirety uncensored. Cowboy Bebop was not a ratings hit in Japan, but sold over 19,000 DVD units in the initial release run, and 81,000 overall. Protagonist Spike Spiegel won Best Male Character, and Megumi Hayashibara won Best Voice Actor for her role as Faye Valentine in the 1999 and 2000 Anime Grand Prix, respectively. Cowboy Bebop's biggest influence has been in the United States, where it premiered on Adult Swim in 2001 with many reruns since. The show's heavy Western influence struck a chord with American viewers, where it became a ""gateway drug"" to anime aimed at adult audiences.",spring,Saturdays at 01:00 (JST),"Bandai Visual, Victor Entertainment, Audio Planning U",Funimation,Sunrise,"Action, Award Winning, Sci-Fi",,"Adult Cast, Space",
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War -The First Kiss That Never Ends-,かぐや様は告らせたい -ファーストキッスは終わらない-,Movie,Manga,1.0,Finished Airing,False,"Dec 17, 2022",1 hr 36 min,PG-13 - Teens 13 or older,8.74,175836.0,49.0,812,316376,2129,,,,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,"Comedy, Drama, Romance",,School,Seinen
12029,Uchuu Senkan Yamato 2199,Star Blazers: Space Battleship Yamato 2199,宇宙戦艦ヤマト2199,OVA,Original,26.0,Finished Airing,False,"May 25, 2012 to Oct 25, 2013",25 min per ep,PG-13 - Teens 13 or older,8.31,40290.0,277.0,1950,119766,1858,"The series will be sold in the same theaters that show the Yamato movies on the same days, i.e. a simultaneous release. The first two episodes of the TV series (which is the same as the OVA series) were pre-aired on the Family Gekijou cable and satellite channel on 6th and 7th of April, 2012. The rest of the episodes was aired on MBS & TBS beginning April 7, 2013.",,,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment",Funimation,"Xebec, AIC","Action, Drama, Sci-Fi",,"Adult Cast, Military, Space",
39112,Kawaki wo Ameku,Crying for Rain,カワキヲアメク,Music,Original,1.0,Finished Airing,False,"Jan 29, 2019",4 min,PG-13 - Teens 13 or older,8.31,18716.0,,4339,29502,189,,,,,,,,,Music,
7655,Major S6,,メジャー 第6シリーズ,TV,Manga,25.0,Finished Airing,False,"Apr 3, 2010 to Sep 25, 2010",24 min per ep,PG-13 - Teens 13 or older,8.31,37930.0,270.0,2896,64765,473,,spring,Saturdays at 18:00 (JST),"Shogakukan-Shueisha Productions, NHK, NHK Enterprises",,SynergySP,Sports,,Team Sports,Shounen
2559,Romeo no Aoi Sora,Romeo's Blue Skies,ロミオの青い空,TV,Novel,33.0,Finished Airing,False,"Jan 15, 1995 to Dec 17, 1995",23 min per ep,PG-13 - Teens 13 or older,8.31,18212.0,273.0,3229,52278,677,Romeo no Aoi Sora is based on the 1941 German novel Die schwarzen Brüder by Lisa Tetzner.,winter,Sundays at 19:30 (JST),,,Nippon Animation,"Adventure, Drama",,Historical,
34240,Shelter (Music),Shelter,シェルター,Music,Original,1.0,Finished Airing,False,"Oct 18, 2016",6 min,G - All Ages,8.31,218512.0,,791,325374,2424,,,,"Aniplex, Half H.P Studio, Crunchyroll",,A-1 Pictures,Sci-Fi,,Music,
137,Hunter x Hunter: Original Video Animation,,HUNTER×HUNTER Original Video Animation,OVA,Manga,8.0,Finished Airing,False,"Jan 17, 2002 to Apr 17, 2002",23 min per ep,PG-13 - Teens 13 or older,8.31,68340.0,268.0,1823,131285,427,,,,,,Nippon Animation,"Action, Adventure, Fantasy",,,Shounen
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,転生したらスライムだった件,TV,Manga,12.0,Finished Airing,False,"Jul 6, 2021 to Sep 21, 2021",23 min per ep,PG-13 - Teens 13 or older,8.31,483517.0,275.0,239,837517,10981,,summer,Tuesdays at 23:00 (JST),"Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",Crunchyroll,8bit,"Action, Comedy, Fantasy",,"Isekai, Reincarnation",Shounen
1210,NHK ni Youkoso!,Welcome to the N.H.K.,N・H・Kにようこそ！,TV,Novel,24.0,Finished Airing,False,"Jul 10, 2006 to Dec 18, 2006",23 min per ep,R+ - Mild Nudity,8.31,351135.0,273.0,266,783849,28025,,summer,Mondays at 00:00 (JST),"Victor Entertainment, Omnibus Promotion","ADV Films, Funimation",Gonzo,"Comedy, Drama, Romance, Suspense",,"Adult Cast, Otaku Culture, Psychological",
